1,6
2,3
3,11
4,4
5,6
6,4
7,7
8,4
9,10
10,4
11,5
12,5
13,7
14,4
15,6
16,4
17,13
18,5
19,6
20,4
21,7
22,4
23,8
24,4
25,5
26,6
27,10
28,4
29,5
30,6
31,4
32,7
33,5
34,4
35,10
36,4
37,5
38,5
39,17
40,4
41,6
42,4
43,7
44,4
45,6
46,7
47,4
48,5
49,8
50,4
51,5
52,8
53,5
54,4
55,9
56,4
57,5
58,6
59,4
60,9
61,6
62,5
63,4
64,8
65,4
66,6
67,4
68,13
69,5
70,4
71,7
72,7
73,5
74,4
75,7
76,4
77,7
78,4
79,11
80,5
81,4
82,7
83,6
84,4
85,7
86,4
87,5
88,9
89,4
90,12
91,4
92,6
93,4
94,6
95,7
96,4
97,6
98,5
99,5
100,4
101,11
102,5
103,4
104,8
105,5
106,5
107,4
108,13
109,4
110,6
111,4
112,6
113,4
114,7
115,6
116,6
117,6
118,6
119,6
120,6
121,6
122,6
123,6
124,6
125,7
126,5
127,7
128,6
129,6
130,6
131,5
132,7
133,6
134,6
135,6
136,6
137,6
138,6
139,6
140,6
141,6
142,6
143,6
144,6
145,6
146,6
147,7
148,6
149,6
150,7
151,6
152,6
153,6
154,6
155,6
156,6
157,6
158,5
159,6
160,6
161,6
162,6
163,6
164,6
165,6
166,6
167,6
168,6
169,6
170,6
171,6
172,6
173,6
174,6
175,6
176,6
177,6
178,6
179,6
180,6
181,6
182,6
183,6
184,6
185,6
186,6
187,6
188,6
189,6
190,6
191,6
192,6
193,6
194,6
195,6
196,6
197,6
198,6
199,6
200,6
201,6
202,5
203,6
204,6
205,6
206,6
207,6
208,6
209,6
210,6
211,7
212,5
213,7
214,6
215,5
216,6
217,7
218,6
219,6
220,6
221,6
222,6
223,6
224,9
225,5
226,6
227,6
228,6
229,6
230,6
231,6
232,6
233,6
234,6
235,6
236,5
237,6
238,6
239,6
240,6
241,6
242,6
243,6
244,6
245,6
246,6
247,6
248,6
249,6
250,6
251,6
252,6
253,6
254,6
255,7
256,5
257,6
258,6
259,5
260,6
261,6
262,6
263,6
264,6
265,6
266,6
267,7
268,5
269,6
270,7
271,7
272,6
273,6
274,6
275,6
276,6
277,6
278,6
279,6
280,6
281,6
282,6
283,6
284,6
285,6
286,6
287,6
288,6
289,6
290,6
291,6
292,6
293,6
294,6
295,5
296,7
297,6
298,6
299,6
300,6
301,6
302,6
303,6
304,6
305,6
306,6
307,6
308,6
309,6
310,6
311,6
312,6
313,6
314,7
315,7
316,5
317,6
318,6
319,6
320,6
321,6
322,6
323,5
324,7
325,5
326,6
327,6
328,6
329,5
330,7
331,5
332,6
333,6
334,6
335,6
336,4
337,8
338,6
339,6
340,5
341,7
342,6
343,6
344,6
345,7
346,5
347,7
348,5
349,6
350,6
351,6
352,6
353,6
354,7
355,6
356,6
357,5
358,6
359,6
360,6
361,6
362,6
363,6
364,6
365,6
366,6
367,6
368,7
369,6
370,6
371,5
372,7
373,5
374,6
375,7
376,6
377,6
378,5
379,7
380,6
381,5
382,6
383,6
384,6
385,6
386,6
387,6
388,6
389,6
390,6
391,6
392,6
393,6
394,7
395,5
396,7
397,6
398,6
399,6
400,6
401,6
402,6
403,6
404,6
405,6
406,7
407,6
408,5
409,6
410,6
411,6
412,6
413,6
414,6
415,6
416,6
417,6
418,6
419,6
420,6
421,6
422,6
423,6
424,6
425,7
426,6
427,5
428,7
429,6
430,6
431,6
432,6
433,6
434,6
435,6
436,6
437,6
438,7
439,5
440,7
441,5
442,7
443,6
444,6
445,5
446,6
447,5
448,5
449,6
450,7
451,6
452,5
453,6
454,6
455,6
456,5
457,7
458,6
459,7
460,6
461,6
462,6
463,6
464,5
465,6
466,6
467,6
468,6
469,7
470,6
471,6
472,6
473,6
474,5
475,5
476,7
477,6
478,6
479,6
480,6
481,6
482,7
483,6
484,6
485,6
486,6
487,5
488,6
489,5
490,7
491,6
492,6
493,6
494,6
495,6
496,6
497,6
498,6
499,6
500,6
501,7
502,5
503,6
504,6
505,6
506,5
507,6
508,5
509,6
510,6
511,6
512,6
513,6
514,7
515,5
516,7
517,5
518,6
519,6
520,6
521,6
522,6
523,6
524,6
525,5
526,7
527,6
528,6
529,6
530,6
531,6
532,6
533,6
534,6
535,6
536,6
537,5
538,6
539,6
540,6
541,6
542,6
543,6
544,7
545,6
546,5
547,7
548,5
549,7
550,5
551,6
552,6
553,6
554,6
555,6
556,6
557,6
558,6
559,5
560,4
561,6
562,6
563,6
564,6
565,5
566,7
567,6
568,6
569,6
570,6
571,6
572,5
573,6
574,6
575,6
576,6
577,6
578,6
579,7
580,6
581,6
582,6
583,6
584,6
585,6
586,6
587,7
588,7
589,6
590,5
591,6
592,6
593,6
594,5
595,6
596,6
597,6
598,6
599,6
600,6
601,7
602,5
603,6
604,6
605,6
606,6
607,6
608,6
609,6
610,6
611,6
612,6
613,6
614,5
615,7
616,6
617,6
618,6
619,7
620,6
621,6
622,6
623,6
624,6
625,6
626,6
627,6
628,5
629,7
630,6
631,6
632,6
633,6
634,7
635,6
636,7
637,5
638,6
639,6
640,6
641,6
642,6
643,6
644,6
645,6
646,6
647,6
648,7
649,5
650,6
651,6
652,6
653,6
654,6
655,5
656,6
657,6
658,7
659,5
660,7
661,5
662,7
663,5
664,7
665,6
666,6
667,6
668,6
669,6
670,6
671,6
672,7
673,6
674,7
675,5
676,6
677,7
678,6
679,6
680,6
681,6
682,6
683,6
684,7
685,6
686,6
687,6
688,6
689,6
690,6
691,5
692,5
693,6
694,7
695,5
696,6
697,6
698,6
699,6
700,5
701,6
702,6
703,6
704,6
705,6
706,6
707,6
708,6
709,6
710,6
711,6
712,6
713,6
714,5
715,7
716,6
717,6
718,6
719,6
720,6
721,6
722,6
723,6
724,6
725,6
726,6
727,7
728,6
729,6
730,6
731,6
732,6
733,6
734,6
735,6
736,6
737,6
738,6
739,6
740,5
741,7
742,6
743,6
744,6
745,6
746,6
747,5
748,6
749,5
750,6
751,6
752,6
753,6
754,6
755,6
756,6
757,6
758,6
759,6
760,6
761,6
762,6
763,6
764,6
765,6
766,6
767,6
768,6
769,5
770,6
771,6
772,6
773,6
774,6
775,6
776,7
777,6
778,6
779,6
780,6
781,6
782,6
783,6
784,5
785,5
786,6
787,6
788,6
789,6
790,6
791,6
792,6
793,6
794,6
795,7
796,5
797,6
798,6
799,6
800,5
801,7
802,5
803,7
804,6
805,6
806,6
807,6
808,6
809,6
810,6
811,7
812,6
813,6
814,6
815,6
816,6
817,6
818,6
819,6
820,6
821,6
822,6
823,6
824,6
825,6
826,6
827,6
828,6
829,6
830,6
831,6
832,6
833,6
834,6
835,6
836,6
837,6
838,5
839,7
840,5
841,6
842,6
843,6
844,6
845,6
846,6
847,6
848,6
849,6
850,6
851,6
852,6
853,6
854,6
855,6
856,6
857,6
858,6
859,6
860,7
861,7
862,7
863,6
864,6
865,6
866,7
867,5
868,6
869,6
870,6
871,6
872,6
873,6
874,6
875,6
876,6
877,6
878,6
879,6
880,7
881,6
882,6
883,6
884,6
885,6
886,6
887,6
888,5
889,6
890,5
891,6
892,6
893,6
894,7
895,5
896,6
897,11
898,5
899,6
900,5
901,7
902,6
903,5
904,6
905,6
906,6
907,6
908,6
909,6
910,6
911,6
912,7
913,5
914,7
915,6
916,6
917,6
918,6
919,7
920,5
921,5
922,7
923,6
924,5
925,6
926,6
927,6
928,6
929,6
930,6
931,6
932,6
933,6
934,6
935,7
936,6
937,6
938,6
939,6
940,6
941,6
942,6
943,6
944,5
945,7
946,6
947,6
948,6
949,6
950,6
951,6
952,6
953,6
954,6
955,7
956,5
957,6
958,6
959,6
960,6
961,6
962,6
963,6
964,6
965,6
966,6
967,6
968,6
969,6
970,5
971,6
972,6
973,5
974,5
975,5
976,6
977,7
978,6
979,5
980,7
981,6
982,6
983,6
984,6
985,6
986,6
987,6
988,6
989,7
990,5
991,7
992,5
993,6
994,6
995,6
996,6
997,6
998,6
999,6
1000,6
1001,5
1002,7
1003,6
1004,7
1005,5
1006,7
1007,5
1008,6
1009,7
1010,5
1011,5
1012,6
1013,6
1014,6
1015,6
1016,6
1017,6
1018,6
1019,5
1020,7
1021,5
1022,6
1023,6
1024,5
1025,6
1026,6
1027,6
1028,6
1029,6
1030,6
1031,5
1032,7
1033,6
