1,-0.015221,0.053768
2,-2.059673,0.065635
3,-24.535869,0.029451
4,-3.743503,0.041069
5,-0.996487,0.041291
6,-0.763022,0.069969
7,-64.583951,-0.014700
8,-0.019753,0.006102
9,-0.335094,0.023321
10,-4.302059,0.107576
11,-0.052126,0.047365
12,-0.141351,0.075439
13,-0.052130,0.059346
14,-1.742321,0.101886
15,-0.511823,0.104786
16,-0.112014,0.116834
17,-0.042708,0.059426
18,-0.141070,0.067484
19,-0.012644,0.118277
20,-0.050076,0.067992
21,-0.226421,0.023974
22,0.001264,0.018159
23,-0.221946,0.037992
24,-0.064614,0.019152
25,0.001324,0.053905
26,-0.015700,0.079696
27,0.001411,0.055052
28,-0.215010,0.091711
29,-0.206222,0.106681
30,0.001234,0.050073
31,0.001064,0.051432
32,-0.012402,0.112035
33,-0.093360,0.075170
34,0.001155,0.113122
35,-0.221729,0.037993
36,-0.017850,0.025595
37,-0.086601,0.008536
38,-0.019365,0.028398
39,-0.023077,0.059958
40,0.001470,0.033583
41,-0.149906,0.025153
42,0.001317,0.028971
43,-0.019188,0.032973
44,-0.072449,0.039036
45,-0.037431,0.075694
46,0.001176,0.100200
47,-0.006011,0.115219
48,0.001713,0.026064
49,-0.029821,0.100498
50,0.001194,0.062152
51,-0.007445,0.064302
52,0.001053,0.070438
53,-0.154453,0.009869
54,-0.090578,0.011158
55,0.001413,0.032466
56,0.001098,0.042644
57,-0.038830,0.047041
58,0.001467,0.066096
59,-0.012044,0.059956
60,-0.023517,0.068883
61,-0.205671,0.106681
62,-0.046244,0.012404
63,-0.023871,0.022304
64,-0.010729,0.072816
65,-0.028471,0.108511
66,-0.040474,0.095248
67,-0.045938,0.047331
68,-0.013651,0.092254
69,0.000992,0.064797
70,0.001185,0.023538
71,-0.003719,0.021546
72,0.001154,0.077535
73,-0.008895,0.096432
74,-0.039137,0.104826
75,0.001908,0.117504
76,-0.004129,0.080563
77,-0.037313,0.038157
78,-0.180566,0.091134
79,-0.012648,0.067177
80,-0.032867,0.075654
81,-0.006076,0.099757
82,-0.013912,0.122694
83,0.001142,0.074616
84,0.001569,0.004480
85,-0.043194,0.008373
86,-0.002834,0.014291
87,0.001188,0.008953
88,0.001651,0.047853
89,-0.029052,0.104531
90,0.001044,0.056196
91,-0.012634,0.085239
92,0.001189,0.104365
93,0.001195,0.007475
94,0.001264,0.022099
95,-0.001248,0.028272
96,-0.088411,0.088799
97,0.001553,0.109605
98,-0.033038,0.089081
99,0.001065,0.078858
100,0.001133,0.081757
101,0.001078,0.123935
102,0.001596,0.099460
103,0.001325,0.071708
104,0.000986,0.057629
105,0.001152,0.111736
106,-0.054577,0.039525
107,-0.011709,0.040110
108,-0.001693,0.017557
109,0.001542,0.006791
110,0.001375,0.067590
111,0.001606,0.087877
112,0.000219,0.031815
113,0.001570,0.065971
114,0.001639,0.092245
115,0.001569,0.114935
116,0.001051,0.082849
117,-0.001425,0.117887
118,0.001133,0.098832
119,0.001277,0.060739
120,-0.043036,0.047270
121,0.001362,0.041124
122,0.001998,0.031183
123,0.001121,0.003239
124,0.001035,0.006024
125,0.001640,0.001557
126,0.001612,0.011122
127,0.001072,0.063378
128,0.001130,0.102884
129,0.001174,0.073187
130,-0.019275,0.108380
131,0.001060,0.108844
132,-0.022700,0.085998
133,0.001031,0.114378
134,0.001320,0.097607
135,0.001246,0.090039
136,-0.020914,0.047567
137,-0.000701,0.053250
138,-0.017880,0.001218
139,0.001083,0.019318
140,0.001244,0.037936
141,0.001451,0.093174
142,0.001057,0.091562
143,0.000234,0.084879
144,0.001177,0.044039
145,0.001708,0.085788
146,0.001019,0.034981
147,0.001166,0.036431
148,0.001514,0.035693
149,0.001429,0.020509
150,0.001092,0.030114
151,0.001459,0.056817
152,-0.000605,0.014792
153,0.001489,0.068912
154,0.001524,0.079531
155,0.001332,0.016068
156,0.001235,0.086963
157,0.001128,0.094612
158,0.001155,0.119833
159,-0.001323,0.121951
160,0.001406,0.083120
161,0.001563,0.095368
162,0.001277,0.122569
163,0.001206,0.016765
164,0.001554,0.020227
165,0.001607,0.026407
166,0.001161,0.010390
167,0.001099,0.045573
168,0.001390,0.052345
169,0.001550,0.103726
170,0.001364,0.071628
171,0.001304,0.115859
172,0.001289,0.030934
173,0.001597,0.075428
174,0.001198,0.080258
175,0.001886,0.064052
176,0.001185,0.117017
177,0.001582,0.058362
178,0.001651,0.064039
179,0.001460,0.055106
180,0.001223,0.011834
181,0.001637,0.037129
182,0.001604,0.052447
183,0.002379,0.062557
184,0.001710,0.080958
185,0.001312,0.118534
186,0.001361,0.120883
187,0.001512,0.013085
188,0.001091,0.024936
189,0.001507,0.043458
190,0.001691,0.046329
191,0.001341,0.027522
192,0.002315,0.078223
193,0.001232,0.059178
194,0.001567,0.100929
195,0.002093,0.055196
196,0.001548,0.106994
197,0.001513,0.125010
198,0.001376,0.062434
199,0.002405,0.024393
200,0.002414,0.029803
201,0.001202,0.110370
202,0.002007,0.014074
203,0.001356,0.113446
204,0.001215,0.047122
205,0.002216,0.113568
206,0.001666,0.017298
207,0.001207,0.096057
208,0.001655,0.096756
209,0.001822,0.121119
210,0.001484,0.018601
211,0.001450,0.078120
212,0.001224,0.105855
213,0.001237,0.048612
214,0.002458,0.102364
215,0.001186,0.101533
216,0.001383,0.115804
217,0.001502,0.102310
